country,country_long,name,capacity_mw,latitude,longitude,primary_fuel
IND,India,Vastan Solar Power Plant,5,21.4239,73.1273,Solar
IND,India,WADI CEMENT PLANT,75,17.0552,76.9775,Coal
IND,India,WANAKBORI,1470,22.8725,73.3588,Coal
IND,India,WARDHA WARORA(Sai Wardha Power),540,20.2727,78.9792,Coal
IND,India,WARDHA WORKS,80,20.6964,78.6385,Coal
IND,India,WARNA,16,17.1401,73.866,Hydro
IND,India,WY.CANAL A -D,62.4,30.3033,77.5684,Hydro
IND,India,Wadgam Solar Power Plant,15,22.3172,72.4397,Solar
IND,India,Warora Solar Power Plant,25,20.301,79.0237,Solar
IND,India,Weizzmann Forex Idukki Wind Farm,3.6,9.8881,77.2216,Wind
IND,India,Wind power project by Riddhi Siddhi Gluco Biols Limited (RSGBL),34.65,8.8709,77.4466,Wind
IND,India,Wind power project in Rajasthan,42,27.1715,70.6877,Wind
IND,India,YAMUNANAGAR TPP,600,30.1081,77.3257,Coal
IND,India,YASHWANTRAO MOHITE,16,17.1653,74.2456,Biomass
IND,India,YELHANKA (DG),106.6,13.1156,77.5838,Oil
IND,India,YERMARUS TPP,1600,16.2949,77.3568,Coal
IND,India,Yelesandra Solar Power Plant,3,12.8932,78.1654,Solar
IND,India,Yelisirur wind power project,25.5,15.2758,75.5811,Wind
IND,India,ZAWAR MINES,80,24.35,73.7477,Coal
IND,India,iEnergy Theni Wind Farm,16.5,9.9344,77.4768,Wind
